,Tweets
967,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
968,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
969,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
970,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
971,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
972,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
973,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
974,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
975,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
976,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
977,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
978,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
979,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
980,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
981,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
982,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
983,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
984,b'INTELLIGENT BATTERY of #GalaxyS21\nAll-day power has outdone itself https://t.co/0qsNGZ2E01'
985,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
986,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
987,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
988,"b'RT @SamsungMobile: Can your phone capture all the amazing photos, videos, close-ups and angles with a single click? If not, it\xe2\x80\x99s time to up\xe2\x80\xa6'"
989,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
990,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
991,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
992,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
993,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
994,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
995,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
996,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
997,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
998,b'@SamsungIndia @NGTIndia Perfect Screenshot \xf0\x9f\x90\x92\xf0\x9f\x90\x92\xf0\x9f\x90\x92\xf0\x9f\x90\x92\xf0\x9f\x90\x92\n\n#8KVideoSnap #GalaxyS21 #UncoverTheEpic\n#Samsung #ContestAlert \n@SamsungIndia \xe2\x9d\xa4\xef\xb8\x8f \xe2\x9d\xa4\xef\xb8\x8f \xe2\x9d\xa4\xef\xb8\x8f \xe2\x9d\xa4\xef\xb8\x8f \nJoin \n@satyapaljain_86  @deora_gunjan   @Dazzlingcutie1 @Lovelythestar19 \n@imPalak18 \n@abha_mishra19 https://t.co/mGRFD7Y6L7'
999,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1000,b'@TrueLoveMag @SamsungMobileSA My favorite feature is the gorilla glass victus which delivers scratch&amp;damage resistance being in the medical field I always have to have my phone on hand I tend to always crack my screen this would be perfect for me no more oh no moments #GalaxyS21  @SamsungMobileSA #Sponsored'
1001,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1002,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1003,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1004,b'RT @samsungmobileng: Discover more with the new Samsung Galaxy S21 series that makes everyday extraordinary \n\nClick to learn more - https:/\xe2\x80\xa6'
1005,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1006,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1007,"b'@SamsungMobileSA It happen to me weekend but I just tried to figure where I had parked and I remember a taxi near me,oups people was looking at me but I just walked calmly around looking for my car until I found it at suncoast #GalaxySmartTag  #GalaxyS21 #SmartTagYoureIt  #GalaxyBudsPro'"
1008,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1009,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1010,"b'RT @SamsungMobile: Can your phone capture all the amazing photos, videos, close-ups and angles with a single click? If not, it\xe2\x80\x99s time to up\xe2\x80\xa6'"
1011,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1012,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1013,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1014,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1015,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1016,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1017,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1018,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1019,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
1020,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1021,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1022,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1023,"b'RT @SamsungIndia: It\xe2\x80\x99s easy to record now, &amp; snap later with the new #GalaxyS21 Ultra 5G &amp; its 8K Video Snap feature! Screenshot the first-\xe2\x80\xa6'"
1024,"b'RT @SamsungMobile: Can your phone capture all the amazing photos, videos, close-ups and angles with a single click? If not, it\xe2\x80\x99s time to up\xe2\x80\xa6'"
1025,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1026,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1027,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1028,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1029,"b'RT @SamsungMobileUS: Photo or video? Choose both and create share-ready GIFs, videos and stories in a single take with the new #GalaxyS21 U\xe2\x80\xa6'"
1030,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1031,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1032,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1033,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1034,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1035,"b'RT @SamsungMobile: Can your phone capture all the amazing photos, videos, close-ups and angles with a single click? If not, it\xe2\x80\x99s time to up\xe2\x80\xa6'"
1036,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1037,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1038,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1039,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1040,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1041,b'My opinion Samsung #GalaxyS21 The best phone among all https://t.co/cdCjm4cR6a'
1042,b'RT @SamsungMobileSA: Not \xf0\x9d\x98\x86\xf0\x9d\x97\xbc\xf0\x9d\x98\x82 that can\xe2\x80\x99t find your car in the parking \xf0\x9f\x98\x8b With the #GalaxySmartTag you\xe2\x80\x99ll find it so quickly &amp; setting it up i\xe2\x80\xa6'
1043,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1044,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1045,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1046,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1047,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1048,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1049,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1050,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1051,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1052,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1053,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
1054,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1055,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1056,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1057,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1058,b'RT @TechnicalGuruji: Hello #TGFamily...\n21 #GalaxyS21 Smartphones for you\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\n- LIKE\n- RT with #GalaxyS21 \n- Follow @TechnicalGuruji \n- Ruko\xe2\x80\xa6'
1059,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1060,b'RT @TechnicalGuruji: LIKE and RT..#GalaxyS21 #TGFamily...\nLove you Guys... https://t.co/6gvp9PHGKS'
1061,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1062,b'\xf0\x9f\x98\xb2 Amazaing offer Samsung #GalaxyS21 https://t.co/DLLebO2Q3O'
1063,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1064,"b""RT @SamsungIndia: Now have pro-level control on your shots with the Director's View on the new #GalaxyS21 Series 5G. Tell us which moment w\xe2\x80\xa6"""
1065,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1066,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1067,b'RT @SamsungMobile: It\xe2\x80\x99s all in the details. Literally. Upgrade to epic details with a 108MP camera of the new #GalaxyS21 Ultra that capture\xe2\x80\xa6'
1068,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1069,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1070,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1071,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1072,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1073,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1074,b'@SamsungMobileSA Memorize your packing using the\n#GalaxyS21 \n#GalaxySmartTag  #GalaxyBudsPro. #SmartTagYoureIt!\nTry to recall where I parked'
1075,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1076,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
1077,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1078,b'@TrueLoveMag @SamsungMobileSA #GalaxyS21\n@SamsungMobileSA\nMy favorite feature would definitely be the battery \xf0\x9f\x94\x8b life on this wonderful device. Since the loadshedding notice this would really come in handy when days are dark and there is nothing to do..'
1079,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1080,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1081,"b'I\xe2\x80\x99m always so sure where I parked, but mostly I have to #LookForAnHour. A #GalaxySmartTag would save so much time. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply.'"
1082,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1083,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
1084,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1085,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1086,"b'Can\xe2\x80\x99t find my car in parking lot = #UtterPanic! With the #GalaxySmartTag, I could tag my car &amp; find it calmly. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts&amp;Cs apply'"
1087,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1088,"b'THAT feeling when you\xe2\x80\x99re late &amp; you can\xe2\x80\x99t find your keys, that\xe2\x80\x99s why I chose #GalaxyTagMyKeys. #SmartTagYoureIt tell @SamsungMobileSA what you would tag 1st &amp; you\xe2\x80\x99re entered into the draw to WIN a #GalaxyS21, Smart Tag &amp; Buds pro! Ts &amp; Cs apply.'"
1089,"b'Have a lot on my mind so I chose #MemorizeMySpot. With the #GalaxySmartTag, I have 1 less thing to worry about. #SmartTagYoureIt, tell @SamsungMobileSA what your 1st reaction is &amp; enter the draw to WIN a #GalaxyS21, Smart Tag and Buds pro! Ts&amp;Cs apply.'"
1090,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1091,b'@TrueLoveMag @SamsungMobileSA #GalaxyS21 @TrueLoveMag @SamsungMobileSA Hi definitely the front camera beautiful pics always \xf0\x9f\x93\xb8\xf0\x9f\x8e\xa5\xf0\x9f\x92\x96\xf0\x9f\xa4\x9e\xf0\x9f\x91\x8c\xe2\x9d\xa4\xef\xb8\x8f https://t.co/LcOTLAouCO'
1092,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1093,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1094,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1095,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1096,b'RT @LiveSmart: Capture epic moments at the palm of your hands. #GalaxyxBTS\n\nGet the #GalaxyS21 Ultra 5G now: https://t.co/8sc6Jl1WDL https:\xe2\x80\xa6'
1097,b'@SamsungMobileSA @TrueLoveMag #GalaxyS21 @TrueLoveMag @SamsungMobileSA Hi definitely the front camera beautiful pics always \xf0\x9f\x93\xb8\xf0\x9f\x8e\xa5\xf0\x9f\x92\x96\xf0\x9f\xa4\x9e\xf0\x9f\x91\x8c\xe2\x9d\xa4\xef\xb8\x8f https://t.co/IfV3cGqbZn'
1098,"b'RT @SamsungMobileSA: Thank you to @Gqdotcoza\xe2\x80\x99s Editor in Chief, @MolifeK. The #GalaxyS21 is indeed advanced and \xf0\x9d\x97\x98\xf0\x9d\x97\xa3\xf0\x9d\x97\x9c\xf0\x9d\x97\x96 in\xf0\x9f\x91\x8fevery\xf0\x9f\x91\x8fsingle\xf0\x9f\x91\x8fway!\xe2\x80\xa6'"
