Tweet,Date,Time,Twitter Handle
"Perform your transactions at any of our designated agent banking locations.
#ZenithBank #Saturday  #AgencyBanking https://t.co/YoxKHT7m6b",2023-04-01,08:13:05,ZenithBank
"May the month of April bring you Joy, wealth and all your desired Blessings.

#ZenithBank #April #Saturday #NewMonth #InYourBestInterest https://t.co/6ZZcBFrqvn",2023-04-01,05:03:33,ZenithBank
@varsilias well ofrm ce,2023-04-01,00:26:34,ZenithBank
@iDanDizzy @prinzjude1 Kindly send us a direct message to enable us review and assist.,2023-03-31,15:46:25,ZenithBank
@greenhealthngr @wizkidayo Kindly send us a direct message to enable us review and assist.,2023-03-31,15:41:47,ZenithBank
@AlimAyanfe @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-31,15:40:46,ZenithBank
@DanielAnikwe22 @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-31,15:39:26,ZenithBank
@VICHALENN @prettimaam @yabaleftonline @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-31,15:36:29,ZenithBank
@AyoYifolak @npower_ng @FederalGovNews . Kindly send us a direct message to enable us review and assist.,2023-03-31,15:35:53,ZenithBank
@Hollusegun @sandeepmatale10 Kindly send us a direct message to enable us review and assist.,2023-03-31,15:33:05,ZenithBank
"@ZenithBankSMK @Oguchimbala1985 fraudster, do not give out your details. Thank you. 2/2",2023-03-31,15:00:01,ZenithBank
"@ZenithBankSMK @Oguchimbala1985 Please disregard any message from unverified account (Facebook,Instagram,twitter) as you can now reach us via our verified ZIVA ZENITH WHATSAPP PLATFORM on this line 07040004422., neither do we engage our customers via the platform. Also note that you might be chatting with a 1/2",2023-03-31,15:00:01,ZenithBank
"@Maihula2u Kindly provide your account number ,amount ,transaction date and a screen shot of the referenced transaction to enable us assist you.",2023-03-31,14:17:27,ZenithBank
@Angela__wilfred Kindly provide the last four digits number of your debit card to aid review.,2023-03-31,13:37:20,ZenithBank
@_Charhetey @AuthorityG1 Kindly send us a direct message to enable us review and assist.,2023-03-31,13:12:57,ZenithBank
@dennislives @ruffydfire Kindly send us a direct message to enable us review and assist.,2023-03-31,12:17:38,ZenithBank
@TimothyUdoh7 @DavidHundeyin Kindly send us a direct message to enable us review and assist.,2023-03-31,11:57:42,ZenithBank
@AOvueferie @SaharaReporters Kindly send us a direct message to enable us review and assist.,2023-03-31,11:56:44,ZenithBank
@MarkF40726855 Kindly send us a direct message to enable us review and assist.,2023-03-31,11:55:47,ZenithBank
@NftSammie @mr_shalbayev @MoonMark_ Kindly send us a direct message to enable us review and assist.,2023-03-31,11:26:07,ZenithBank
@lilb3nzodogwu Kindly send us a direct message to enable us review and assist.,2023-03-31,11:20:28,ZenithBank
@Abudris @favouromonua @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-31,11:19:47,ZenithBank
@Beebeeglow Kindly send us a direct message to enable us review and assist.,2023-03-31,11:17:53,ZenithBank
@offionggg Kindly send us a direct message to enable us review and assist.,2023-03-31,11:16:11,ZenithBank
@sandeepmatale10 @Hollusegun Kindly send us a direct message to enable us review and assist.,2023-03-31,11:04:47,ZenithBank
@Bosslaydee95 @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-31,11:03:45,ZenithBank
@tituskingthe Kindly send us a direct message to enable us review and assist.,2023-03-31,10:45:46,ZenithBank
@DaniellaOchade Kindly send us a direct message to enable us review and assist.,2023-03-31,10:40:18,ZenithBank
@ERNESTOGEZI1 @SaharaReporters @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-31,10:39:40,ZenithBank
@OgunbajoS @Claire82414 Kindly send us a direct message to enable us review and assist.,2023-03-31,07:07:38,ZenithBank
@SalimbinSani Kindly visit the branch for due assistance.,2023-03-31,06:11:27,ZenithBank
"Good morning and have a wonderful friday. 

#ZenithBank #Friday #TGIF #GoodMorning https://t.co/HVbeCmIvJJ",2023-03-31,05:57:54,ZenithBank
@AkanbiSO1 @OPay_NG @EmekaUgoanyanwu @gtbank Kindly send us a direct message to enable us review and assist.,2023-03-31,05:54:35,ZenithBank
@nifemibuilder @kayode_txt Kindly send us a direct message to enable us review and assist.,2023-03-31,05:52:33,ZenithBank
@TMTMETALSLTD Please contact us via direct message for assistance.,2023-03-30,17:52:44,ZenithBank
@Hammedboy350 Kindly send us a direct message to enable us review and assist.,2023-03-30,16:03:02,ZenithBank
@PearlDiva7 @instablog9ja Kindly send us a direct message to enable us review and assist.,2023-03-30,16:00:09,ZenithBank
@OniMutiu @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-30,15:57:40,ZenithBank
"@BethyWrite @HumorUs_Benji fraudster, do not give out your details. Thank you. 2/2",2023-03-30,15:56:04,ZenithBank
"@BethyWrite @HumorUs_Benji Please disregard any message from unverified account (Facebook,Instagram,twitter) as you can now reach us via our verified ZIVA ZENITH WHATSAPP PLATFORM on this line 07040004422., neither do we engage our customers via the platform. Also note that you might be chatting with a 1/2",2023-03-30,15:56:04,ZenithBank
@Balogun_Lamba @mrmacaronii Kindly send us a direct message to enable us review and assist.,2023-03-30,15:53:02,ZenithBank
"@storeraffy Kindly provide your account number ,amount ,transaction date and a screen shot of the referenced transaction to enable us assist you.",2023-03-30,15:09:19,ZenithBank
"@shewriteorrun With reference to your enquiry, please indicate:
Kindly provide the amount, date of the transaction and provide answers to the authentication questions in order to aid review
•Account number.
•Registered Address
•Date of birth
•Registered phone number
•Domiciled branch",2023-03-30,14:51:23,ZenithBank
"@BethyWrite @bryan_osalala fraudster, do not give out your details. Thank you. 2/2",2023-03-30,14:36:07,ZenithBank
"@BethyWrite @bryan_osalala Please disregard any message from unverified account (Facebook,Instagram,twitter) as you can now reach us via our verified ZIVA ZENITH WHATSAPP PLATFORM on this line 07040004422., neither do we engage our customers via the platform. Also note that you might be chatting with a 1/2",2023-03-30,14:36:06,ZenithBank
@caleb_chidiadi @realFFK Kindly send us a direct message to enable us review and assist.,2023-03-30,14:18:09,ZenithBank
@CalistaBath @ShehuSani . Kindly send us a direct message to enable us review and assist.,2023-03-30,14:14:56,ZenithBank
@joshxii_ Kindly send us a direct message to enable us review and assist.,2023-03-30,14:03:24,ZenithBank
@ropephilips Kindly send us a direct message to enable us review and assist.,2023-03-30,14:02:18,ZenithBank
@RealB_E @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-30,14:01:55,ZenithBank
@glory_iripia @bod_republic Kindly send us a direct message to enable us review and assist.,2023-03-30,14:01:13,ZenithBank
@TheDiaryofaceo @UBAGroup Kindly send us a direct message to enable us review and assist.,2023-03-30,13:58:53,ZenithBank
@Wonder___boi @paga Kindly send us a direct message to enable us review and assist.,2023-03-30,13:55:59,ZenithBank
@AustinHo_AS Kindly send us a direct message to enable us review and assist.,2023-03-30,13:53:32,ZenithBank
@Skidyridy Kindly send us a direct message to enable us review and assist.,2023-03-30,12:29:48,ZenithBank
@chrisstilldey Kindly send us a direct message to enable us review and assist.,2023-03-30,12:27:13,ZenithBank
@Donmuid @mariam4gunners @OPay_NG @gtbank Kindly send us a direct message to enable us review and assist.,2023-03-30,10:43:49,ZenithBank
@samuelelder38 Please provide a screenshot of the error messages been received to aid our review.,2023-03-30,10:29:33,ZenithBank
"@omorenice Kindly provide your account number ,amount ,transaction date and a screen shot of the referenced transaction to enable us assist you.",2023-03-30,10:15:43,ZenithBank
@OzaborPaul Please provide a screenshot of the error messages been received to aid our review.,2023-03-30,08:54:57,ZenithBank
"Join the ongoing Zenith Bank Empowering Women in Business seminar.

ZENITH BANK LEARNING SERIES FOR WOMEN https://t.co/WJAiazGA7J via @YouTube",2023-03-30,08:30:01,ZenithBank
"Join us live and you could win a smart phone in the Zenith Bank Empowering Women In Business Webinar happening today by 9am.

Join live webinar at https://t.co/jfTUAljC5c

#ZenithBank #WomanInBusiness #ZWoman https://t.co/oT9F0lHo18",2023-03-30,07:22:09,ZenithBank
@Hannah52847172 @flenjo5 @akintollgate Kindly send us a direct message to enable us review and assist.,2023-03-30,06:08:01,ZenithBank
@HannahImisi102 @Samson5Abugu @yabaleftonline @myaccessbank Kindly send us a direct message to enable us review and assist.,2023-03-30,05:33:31,ZenithBank
@SASAoyobio Please contact us via direct message for assistance.,2023-03-29,15:02:57,ZenithBank
@skye_tosy Kindly be informed that your complaint is a work in progress. Please allow some time for resolution.,2023-03-29,14:52:13,ZenithBank
@GibsonMouth @FednandP @Naija_Activist Kindly send us a direct message to enable us review and assist.,2023-03-29,13:52:07,ZenithBank
@lawrenc19475024 Kindly send us a direct message to enable us review and assist.,2023-03-29,13:40:23,ZenithBank
@Usmarshal1 @VictorIsrael_ Kindly send us a direct message to enable us review and assist.,2023-03-29,12:24:27,ZenithBank
@KelechiUzoukwu Kindly send us a direct message to enable us review and assist.,2023-03-29,12:05:58,ZenithBank
@Hollusegun Please provide more information on your enquiry/request to enable us assist you accordingly. Thank you.,2023-03-29,11:04:56,ZenithBank
@youngpr26774460 @OPayNigeria Kindly send us a direct message to enable us review and assist.,2023-03-29,10:45:24,ZenithBank
@gabpet45 @fkeyamo Kindly send us a direct message to enable us review and assist.,2023-03-29,10:44:30,ZenithBank
@umfon1 @daphohealthcare @ZenithBankSLK Please contact us via direct message for assistance.,2023-03-29,08:30:31,ZenithBank
@OmonitanG @VictorIsrael_ Kindly send us a direct message to enable us review and assist.,2023-03-29,08:29:27,ZenithBank
"ZENITH BANK LEARNING SERIES FOR WOMEN https://t.co/XUo6eBz0hw via @YouTube 

""Empowering Women In Business"" seminar.",2023-03-29,08:07:20,ZenithBank
"Watch Live on YouTube, Zenith Bank Empowering Women in Business at https://t.co/WIAbt2bPxt

#ZenithBank #ZWoman #WomenInBusiness #Wednesday https://t.co/W02c2RkW8R",2023-03-29,08:01:43,ZenithBank
"Join our experts to enhance your business growth as we discuss how to access new markets, prepare your business for finance, digital marketing &amp; e-commerce, agency business, and much more.

Simply visit https://t.co/vTZEW7y0d2 to register.

#ZenithBank #ZWoman #WomenInBusiness https://t.co/yYQRJ9ZJ7N",2023-03-28,15:06:37,ZenithBank
@morifemilabib @realFFK Kindly send us a direct message to enable us review and assist.,2023-03-28,13:45:49,ZenithBank
@TraSpec1 Kindly send us a direct message to enable us review and assist.,2023-03-28,12:35:08,ZenithBank
@GbujieM @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-28,12:16:08,ZenithBank
@Rebel_geng @DONJAZZY Kindly send us a direct message to enable us review and assist.,2023-03-28,12:13:15,ZenithBank
@therealwiliiam1 Kindly send us a direct message to enable us review and assist.,2023-03-28,12:12:41,ZenithBank
@SheibiD @UBACares @PeterObi @officialABAT @wizkidayo Kindly send us a direct message to enable us review and assist.,2023-03-28,12:11:51,ZenithBank
@kinqwitty Kindly send us a direct message to enable us review and assist.,2023-03-28,11:42:32,ZenithBank
@Mcultre Kindly be advised there was a delay with inflow but has been rectified. please confirm and revert to us for assistance.,2023-03-28,11:41:43,ZenithBank
@monsways09 @UBAGroup @gtbank @Sterling_Bankng @myaccessbank @FirstBankngr @changeorgng Kindly send us a direct message to enable us review and assist.,2023-03-28,11:35:59,ZenithBank
@daphohealthcare Kindly send us a direct message to enable us review and assist.,2023-03-28,11:34:42,ZenithBank
@alpacino789 @channelstv @officialEFCC Kindly send us a direct message to enable us review and assist.,2023-03-28,11:26:57,ZenithBank
@browngladys @savinuch_ Kindly send us a direct message to enable us review and assist.,2023-03-28,11:25:49,ZenithBank
@amchukss @Naija_Activist Kindly send us a direct message to enable us review and assist.,2023-03-28,11:12:39,ZenithBank
"Watch Live on YouTube, CBN RT200 FX PROGRAM WORKSHOP at https://t.co/W4GKrqG5hN

#ZenithBank #RT200Workshop #InYourBestInterest #GoodMorning https://t.co/gaPHsQcWD9",2023-03-28,08:43:30,ZenithBank
@GinjarTheGOAT Kindly send us a direct message to enable us review and assist.,2023-03-28,08:37:19,ZenithBank
OPERATIONALIZING THE NON-OIL EXPORT FX REBATE SCHEME OF CBN https://t.co/KDbTIFCeEy via @YouTube,2023-03-28,08:26:20,ZenithBank
@esthykara Please contact us via direct message for assistance.,2023-03-28,07:51:47,ZenithBank
"Join us live on Zoom and YouTube for the CBN RT200 FX PROGRAM Workshop today, Tuesday March 28, 2023 at 9am

#ZenithBank #GoodMorning https://t.co/xRPQQHNO7i",2023-03-28,05:21:58,ZenithBank
@AbujaBarister Kindly be informed that the referenced transaction has been escalated to our support team. Please allow some time for possible resolution.,2023-03-28,02:33:34,ZenithBank
@enietiejoe Kindly provide your account number to aid review.,2023-03-27,22:28:39,ZenithBank
@rossyvun Kindly be advised that the platform to assist you is currently not available. Please chat us during business hour. Apologies for the inconvenience.,2023-03-27,22:26:37,ZenithBank
@Jargozaza Kindly be advised that the platform to assist you is currently not available. Please chat us during business hour. Apologies for the inconvenience.,2023-03-27,21:09:39,ZenithBank
"Join us at 9am on Tuesday March 28, 2023.
Visit https://t.co/lacpJZDsKb to register.
#ZenithBank #RT200Workshop #March2023 #Monday https://t.co/kV9Ni0rSpJ",2023-03-27,16:01:13,ZenithBank
@kayy1994 @fkeyamo Kindly send us a direct message to enable us review and assist.,2023-03-27,15:15:43,ZenithBank
@Lolakinfemiwa Kindly send us a direct message to enable us review and assist.,2023-03-27,15:00:26,ZenithBank
@andy_igben Kindly send us a direct message to enable us review and assist.,2023-03-27,14:50:15,ZenithBank
@Toolz003 Kindly send us a direct message to enable us review and assist.,2023-03-27,14:14:49,ZenithBank
@Edosky_01 @DavidHundeyin @MyFCMB @myaccessbank @fidelitybankplc @gtbank @StanbicIBTC @wemabank @FirstBankngr Kindly send us a direct message to enable us review and assist.,2023-03-27,13:49:55,ZenithBank
@Atanda23618310 communicating with the account holder. 2/2,2023-03-27,13:44:00,ZenithBank
"@Atanda23618310 With reference to your inquiry, kindly provide the following information
.Account number
* Sender's detail
* Amount
• Domicile branch
• Address on your account

Please be informed that the questions asked are for authentication purposes to enable us confirm we are 1/2",2023-03-27,13:44:00,ZenithBank
@PstMrsTinaEdoh Kindly send us a direct message to enable us review and assist.,2023-03-27,12:06:46,ZenithBank
@oloke_joshua @yabaleftonline Kindly send us a direct message to enable us review and assist.,2023-03-27,11:42:13,ZenithBank
@Wisdomjomo Kindly send us a direct message to enable us review and assist.,2023-03-27,11:38:14,ZenithBank
"We felicitate with our GMD/CEO
Dr. Ebenezer Onyeagwu
on the conferment of Doctor of Business Administration on him by the University of Nigeria, Nsukka.

#ZenithBank #Awards https://t.co/Odx2BHs5M4",2023-03-27,11:32:22,ZenithBank
@elubomba Kindly send us a direct message to enable us review and assist.,2023-03-27,10:47:39,ZenithBank
@Uniqueem45 @_dinomelaye Kindly send us a direct message to enable us review and assist.,2023-03-27,09:48:21,ZenithBank
@muttaqa247 Kindly send us a direct message to enable us review and assist.,2023-03-27,09:47:16,ZenithBank
@willie_ui Apologies for the inconveniences kindly allow some more time for your reversal. Thank you.,2023-03-27,09:42:04,ZenithBank
"@stagar_btc Hello, thank you for contacting Zenith bank. How may we be of assistance today?",2023-03-27,07:02:44,ZenithBank
"We are here to help you reach your Zenith.

#ZenithBank #GoodMorning #Monday #InYourBestInterest https://t.co/59xPWy0BfW",2023-03-27,05:26:23,ZenithBank
@hajiu11 Kindly engage us via our Dm,2023-03-26,16:20:38,ZenithBank
@TerfaBenjamin Kindly be informed that review shows your account received the fund in question,2023-03-26,16:10:41,ZenithBank
@Madam_Naima Kindly engage us via our DM for review and assistance,2023-03-26,16:07:15,ZenithBank
@DRELKING1 @PeterObi Kindly enagage us via our DM for assistance,2023-03-26,16:05:54,ZenithBank
@ayubaabdulrahe1 Kindly engage us via our Dm for assistance,2023-03-26,16:04:33,ZenithBank
@bashyquan @seyiieleniyan1 Kindly engage us on Direct Message to enable us assist you.,2023-03-26,13:51:16,ZenithBank
"@Tricehova1 Kindly provide your account number, transaction date, amount, to enable us review and assist you.",2023-03-26,09:03:07,ZenithBank
"…Pro-Chancellor and Chairman of the Governing Council of University of Nigeria; Dr. Ebenezer Onyeagwu, GMD/CEO, Zenith Bank Plc; Mrs Kachi Onyeagwu

#ZenithBank #GoodMorning",2023-03-26,06:39:11,ZenithBank
"From Left: Prof. Charles Arinzechukwu Igwe, Vice Chancellor, University of Nigeria, Nsukka; Goodluck Nanah Opiah, Minister of State for Education; Amb. Bako Sani…",2023-03-26,06:39:10,ZenithBank
"We felicitate with our GMD/CEO Dr. Ebenezer Onyeagwu on being conferred with Doctor of Business Administration by the University of Nigeria, Nsukka.

#ZenithBank #Sunday #GoodMorning https://t.co/038bu4yN66",2023-03-26,06:39:09,ZenithBank
"Good morning. Have a wonderful sunday

#ZenithBank #InYourBestInterest #Sunday #GoodMorning https://t.co/OPKz0wfRQC",2023-03-26,05:51:54,ZenithBank
@Ifeoma03332385 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-25,22:27:14,ZenithBank
"Tell us in the comments.

#Teasers #ZenithBank #Saturday #Weekend #Fun https://t.co/JG7boUfF67",2023-03-25,15:19:38,ZenithBank
"Perform transactions safely and conveniently at any of our Agent Banking locations in your neighborhood. 

Simply look out for the Zenith Bank Agent Banking sign.

#ZenithBank #AgentBanking #Zmoney #Weekend #Saturday #Neighborhood https://t.co/nTwxrLdklX",2023-03-25,11:54:38,ZenithBank
"Standing order credit option

Access to discount and other promos

Cheque, draft and dividend lodgement of up to 2 million naira 

#ZenithBank #Weekend #Children #Securethefuture #Saturday",2023-03-25,07:19:19,ZenithBank
"Get your child set up for the future.

Benefits

An account specifically for children between the ages of 0-15yrs

Zero account opening requirement

Access to Zenith Bank’s events https://t.co/mbWEIMwxua",2023-03-25,07:19:18,ZenithBank
@TUjowundu Please contact us via direct message for assistance.,2023-03-24,22:58:40,ZenithBank
@Oluwole4Mary Please contact us via direct message for assistance.,2023-03-24,19:02:18,ZenithBank
@brotherDeolu Kindly provide your account number and the screenshot of error message received to enable us review and assist.,2023-03-24,16:07:36,ZenithBank
@olayiwola_asabi Kindly send us a direct message to enable us review and assist.,2023-03-24,14:53:53,ZenithBank
"Important Public Information.

#ZenithBank #Weekend #NairaNotes #Nigeria https://t.co/le7GEA9WG5",2023-03-24,14:53:32,ZenithBank
"Perform your transactions with ease using any of the following digital banking channels.

#ZenithBank #Friday #TGIF #DigitalBanking https://t.co/y57E1PjgS2",2023-03-24,11:37:30,ZenithBank
@AJDigital001 @AreaFada1 Kindly send us a direct message to enable us review and assist.,2023-03-24,08:04:58,ZenithBank
@Creamy_radi @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-24,07:54:25,ZenithBank
@onugbolu22 Kindly send us a direct message to enable us review and assist.,2023-03-24,07:18:13,ZenithBank
@mikolo_ffd Kindly send us a DM to enable us to assist.,2023-03-24,07:18:12,ZenithBank
"Happy Friday!

#ZenithBank #ZenithCares #TGIF #Friyay #GoodMorning https://t.co/yXdAiYf4Om",2023-03-24,05:49:37,ZenithBank
@Lucky_john105 @bod_republic Kindly send us a direct message to enable us review and assist.,2023-03-24,05:34:15,ZenithBank
@No0rdinary_tabi @jannykarz @yabaleftonline @NgLabourSupport Kindly send us a direct message to enable us review and assist.,2023-03-23,15:51:05,ZenithBank
@cutetimtope @mrfunny____ Kindly send us a direct message to enable us review and assist.,2023-03-23,15:10:00,ZenithBank
@MondayJuliana1 Kindly be informed that your complaints has been channelled to the appropriate desk. Please allow 48 working hours for resolution and possible reversal.,2023-03-23,15:04:30,ZenithBank
"Join our experts to enhance your business growth as we discuss how to access new markets, prepare your business for finance, digital marketing &amp; e-commerce, agency business, and much more.

Simply visit https://t.co/vTZEW7y0d2 to register.

#ZenithBank #ZWoman #WomenInBusiness https://t.co/SPAgj33Wbu",2023-03-23,14:31:23,ZenithBank
@uncensoredIII @haxxorted Kindly send us a direct message to enable us review and assist.,2023-03-23,14:28:57,ZenithBank
@miynarkhanu Kindly send us a direct message to enable us review and assist.,2023-03-23,14:23:36,ZenithBank
@Adeyemi25217808 @Dewale_ax Kindly send us a direct message to enable us review and assist.,2023-03-23,14:20:41,ZenithBank
@edafetreasure1 @myaccessbank @cenbank @moniepointng Kindly send us a direct message to enable us review and assist.,2023-03-23,14:16:44,ZenithBank
"@BomonyoI fraudster, do not give out your details. Thank you. 2/2",2023-03-23,14:12:17,ZenithBank
"@BomonyoI Please disregard any message from unverified account (Facebook,Instagram,twitter) as you can now reach us via our verified ZIVA ZENITH WHATSAPP PLATFORM on this line 07040004422., neither do we engage our customers via the platform. Also note that you might be chatting with a 1/2",2023-03-23,14:12:16,ZenithBank
"@andrewsudo Kindly be informed that your claimed has been logged, allow 48-72 working  hours for review and possible resolution.",2023-03-23,14:09:52,ZenithBank
@Drace_Benn @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-23,14:07:28,ZenithBank
@pupulantro Please provide a screenshot of the error messages been received to aid our review.,2023-03-23,12:44:33,ZenithBank
@oluwaphemy234 Kindly send us a direct message to enable us review and assist.,2023-03-23,12:26:36,ZenithBank
@reward_9ja Kindly send us a direct message to enable us review and assist.,2023-03-23,11:52:19,ZenithBank
@kunle_kingsley Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-23,11:44:18,ZenithBank
@emelectra @cenbank Kindly be informed that your transaction has been logged for review and resolution. Please allow 48 working hours for resolution and possible reversal.,2023-03-23,11:04:57,ZenithBank
@stdamouz Please contact us via direct message for assistance.,2023-03-23,10:29:05,ZenithBank
@8phreyent @DavidHundeyin Kindly send us a direct message to enable us review and assist.,2023-03-23,10:18:16,ZenithBank
@AfolabiAchiever @PeterObiUSA Kindly send us a direct message to enable us review and assist.,2023-03-23,08:57:41,ZenithBank
@azeezolatunji27 Kindly provide transaction amount.,2023-03-23,07:04:17,ZenithBank
"@ciscawhite1 Apologies for the delayed response, Kindly clarify if you are still experiencing this challenge to enable us assist you.",2023-03-23,06:41:56,ZenithBank
"Ramadan Kareem from all of us at #ZenithBank 

#RamadanMubarak #RamadanKareem #Ramadan2023 #GoodMorning #Blessings #Peace #Thursday https://t.co/mASZUqpJ6A",2023-03-23,05:19:15,ZenithBank
@Sommmie__ Please provide your account number and your registered mobile number to enable us assist you.,2023-03-23,00:38:59,ZenithBank
@EbukaEgemba Simply dial *966*BVN# to update your Bank Verification Number (BVN) using the number associated with your Zenith Bank account.,2023-03-22,23:16:54,ZenithBank
@Christi84526404 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-22,17:03:57,ZenithBank
@Suziespec140031 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-22,16:25:51,ZenithBank
@switbutpsyco Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-22,15:48:05,ZenithBank
@Maryama15620642 @akoh1111 @DavidHundeyin @GodwinIEmefiele @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-22,15:39:19,ZenithBank
@abubakar_ajayi Kindly send us a direct message to enable us review and assist.,2023-03-22,14:55:42,ZenithBank
@Traffic_byAmara @trafficpalava Kindly send us a direct message to enable us review and assist.,2023-03-22,14:50:11,ZenithBank
@usdtchaser1 @DareHtr @SaharaReporters Kindly send us a direct message to enable us review and assist.,2023-03-22,14:16:37,ZenithBank
@IkedimmaKenech1 Please contact us via direct message for assistance.,2023-03-22,13:45:10,ZenithBank
@DareHtr @SaharaReporters Please contact us via direct message for assistance.,2023-03-22,13:35:25,ZenithBank
@arusuraire_f @DavidHundeyin Please contact us via direct message for assistance.,2023-03-22,13:20:38,ZenithBank
@opeseeye Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-22,12:12:35,ZenithBank
@l_sowami @bod_republic Kindly send us a direct message to enable us review and assist.,2023-03-22,11:25:14,ZenithBank
@AbosedeAde42494 @AishatJubril2 @gtbank Kindly send us a direct message to enable us review and assist.,2023-03-22,11:09:19,ZenithBank
"Join our SME community to enhance your business efficiency, boost productivity and drive profitability with our comprehensive suite of digital tools and support services. 

Simply visit https://t.co/hYNXjKyTES to get started.

#ZenithBank #ZenithBankSME #SMEGrowMyBiz #Wednesday https://t.co/T4TOKz4O38",2023-03-22,09:25:54,ZenithBank
@look_harder Kindly send us a direct message to enable us review and assist.,2023-03-22,08:22:19,ZenithBank
"@Timoshimmo With reference to your enquiry, please indicate:
•Account number.
•Account Name
•Registered Address
•Date of birth
•Mother’s maiden name
•Registered phone number
•Domiciled branch
•3 recent transactions
• date and amount of the transaction in question.",2023-03-21,22:47:55,ZenithBank
@emmanue43336329 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-21,15:40:10,ZenithBank
@JacobEmayak Kindly send us a direct message to enable us review and assist.,2023-03-21,15:09:41,ZenithBank
@engr_horla @Ame_nawo @accessbank_help @myaccessbank Kindly send us a direct message to enable us review and assist.,2023-03-21,14:40:56,ZenithBank
@bigdeal_deejay @GOtvNg Kindly send us a direct message to enable us review and assist.\,2023-03-21,14:23:47,ZenithBank
@chrissimeon85 Kindly send us a direct message to enable us review and assist.,2023-03-21,14:21:20,ZenithBank
@TenorTi @MayowaStephen12 Kindly send us a direct message to enable us review and assist.,2023-03-21,14:19:13,ZenithBank
@Leticia69385095 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-21,13:42:39,ZenithBank
@ofurevanessa @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-21,12:30:22,ZenithBank
@samcnnamdi @instablog9ja Kindly send us a direct message to enable us review and assist.,2023-03-21,11:05:29,ZenithBank
@Ms_Nnennaani @ZENITHBANKPLC0C Kindly send us a direct message to enable us review and assist.,2023-03-21,10:59:06,ZenithBank
@Ehis_213 @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-21,10:57:41,ZenithBank
@Damilar74813686 Kindly send us a direct message to enable us review and assist.,2023-03-21,10:37:55,ZenithBank
@uchechiffy Kindly send us a direct message to enable us review and assist.,2023-03-21,10:33:17,ZenithBank
@kerenzi2 @OjeabuFaith @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-21,10:30:22,ZenithBank
@Asiwaju_Myke @burnaboy @UEFA @ChampionsLeague Kindly send us a direct message to enable us review and assist.,2023-03-21,10:29:57,ZenithBank
@ShugaOfLagos @cenbank Kindly send us a direct message to enable us review and assist.,2023-03-21,09:18:00,ZenithBank
"Stay focused on your journey!

#ZenithBank #GoodMorning #TuesdayMotivation #Tuesday #InYourBestInterest https://t.co/TxHwDlfA3G",2023-03-21,07:13:11,ZenithBank
@Michael43932065 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,16:13:37,ZenithBank
@Mr_Teekay Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,16:06:24,ZenithBank
@Ms_Jola Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,15:26:31,ZenithBank
@merjeederh Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,15:22:42,ZenithBank
@skrt876GUD Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,15:16:54,ZenithBank
"@Itzjay50361672 kindly send a DM, to enable us assist you.",2023-03-20,14:57:37,ZenithBank
@UmerahObinna Kindly send us a direct message to enable us review and assist.,2023-03-20,14:33:32,ZenithBank
@bukky72 @Baby_jay000 @Naija_PR Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,13:36:46,ZenithBank
@Baby_jay000 @Naija_PR Kindly send us a direct message to enable us review and assist.,2023-03-20,13:03:02,ZenithBank
@zainabaremu6 Kindly engage us via a direct message to enable us assist you accordingly.,2023-03-20,12:59:24,ZenithBank
@rapheal_teko Kindly send us a direct message to enable us review and assist.,2023-03-20,12:55:21,ZenithBank
@ChristianaAyo @MTN180 @MTNNG Please contact us via direct message for assistance.,2023-03-20,12:41:26,ZenithBank
@da_shy_kid @DanielRegha Kindly send us a direct message to enable us review and assist.,2023-03-20,12:32:54,ZenithBank
@lovezone234 @PulseNigeria247 Kindly send us a direct message to enable us review and assist.,2023-03-20,12:21:46,ZenithBank
